title,content,url,,,,,,,,,
misha,"hello Liz, can you please let me know if we need to mention the name of the segments of a pie chart in the introduction just like we mention the name of categories in line graph ?&lt;br&gt;It isn?ôt related to what type of chart, graph or table you get. That is irrelevant. They are all the same in this respect. The issue is about the logic of how many categories there are to introduce and how lengthy (in words) each category is. If you have for example six sports, such as ?útennis, badminton, hockey, swimming, football and basketball?? then it?ôs logical to introduce them because that is only 7 words. But if the categories are ?úgoing shopping with friends, seeing a movie in a cinema etc etc. You can see that just one category has four or five words, not one word or two. So, if there are 6 categories with about four words each, then the list becomes over 20 words which is obviously just too long for a short report. So, if the list is too long or too many words, you can just say the number = ?úseven categories??&lt;br&gt;Hi Liz,&lt;br&gt;
Could you please help take a look at whether the following sentences are correct in the context? I?ôm not sure if I use ?úa decent rise??in an appropriate way here.&lt;br&gt;The amount of energy generated by coal accounted for 29.80% in 1995 and then went up to 30.93% in 2005. Similarly, the proportion of energy from gas increased from 29.63% to 30.31% in 2005. By contrast, production by nuclear and other sources witnessed a decent rise of around 4% to reach 10.10% and 9.10% respectively in 2005. &lt;br&gt;Thanks a lot! Wish you all the best:)&lt;br&gt;Lily from China&lt;br&gt;Hi Lily,&lt;br&gt;
thanks&lt;br&gt;Hi Liz, I hope you?ôre doing well. I was just contemplating about the usage of the words ?úincrease ??and ?údecrease ??since it?ôs a pie chart and not a line graph. My point is that, we don?ôt know if the rate did increase or decrease between the given period. For example, in 1997 or 2000 we don?ôt know for sure what exactly happened. So, will this affect my score?          Thank you for your hard work. I?ôll be waiting for your prompt response!                                         My Regards&lt;br&gt;Your task is to report what you see in the chart. If 1995 is 29% and 2000 is 30%, it is your task to state that the percentage increased. The chart does not give any information about 1996, 1997 etc and it is not your task to guess or speculate. You only state what you see ??the percentage went up by 1%. It makes no difference at all whether the date is presented as a pie chart, line graph or bar chart, if it shows change over a period of time, you will use the language that we often associate with line graphs ??that language is not actually line graph language, it is the language of time over time. I hope this helps you understand. Your aim is to use language appropriate to the data shown.&lt;br&gt;All clear ??. Thanks a lot! (;&lt;br&gt;The charts below compare the differences in 5 various energy production in France in 1995 and 2005.                                                                                                                                                                                                                                   Looking from an overall perspective, all trends showed significant increases, while the usage of petrol energy decreased over a span                                                                                                                                                                                                       At first, there were minimal growths in the indications of coal and gas energy. Compared to 1995, it increased, by patting 1.13% and 0.72%. Furthermore, the proportion of nuclear energy used grew sharply by 3.50% at 10.10%.                                                                                                                                                                                                                                                                                Simultaneously, the figure for petrol energy constituted 29.27 percent in the initial year, but in 2005, it dropped unpredictably to 19.55 percent. Lastly, with other energy used, there was experienced a dramatic improvement of 9.10 percent, in comparison it improved by 4.80 percent during the time.&lt;br&gt;The pie charts illustrate the proportion of five types of energy production in France in 1995 to 2005.&lt;br&gt;
Overall, at the beginning of the period coal produced the most significant to the energy of France, while the other energy productions was the least to the energy production.In comparison, at the end of the period gas and coal become the largest enrgy production and the lowest production was made by nuclear and the other energys.&lt;br&gt;
Gas production was 29.63% of France?ôs energy in 1995, and experienced a slight growth of nearly 1% in 2005. Energy income from nuclear was 6.40% in 1995 and had increased to 10.10% in 2005.At the beginning of the period other energy productions made up around 5% of France?ôs energy and figure rose to about 10% in 2005.&lt;br&gt;
Coal, which produced almost 30% of France?ôs energy in 1995, up to 30.93% in 2005. In 1995 energy outputs from petro was at nearly 30% and decreased by 10% after 10 years of period. In contrast, over the period of time petro was the only energy production which is decreased.&lt;br&gt;The two pie charts illustrate the difference in the makeup of energy production in over a decade. Overall, gas and coal were still the preferred choices of energy production, making up nearly 60% and just over 61% in 1995 and 2005, respectively. Interestingly, nuclear and other types of energy production were preferred over petrol in 2005, as it was declining by close to 10% in ten years. &lt;br&gt;In 1995, coal generated nearly 30% of energy in France, and it only increased slightly by nearly 1% to marginally over 30% in the period of ten years. While still maintaining the top two preferred energy sources in 2005, the increment of gas was also quite low, only less than 1% in over a decade.&lt;br&gt;As the least preferred source of energy, nuclear and others increased significantly in the past decade. In 2005, nuclear energy contributed to slightly over 10%, almost a 4% increase compared to 1995. This growth was also seen in other types of energy, which also gained a 4% jump from nearly 5% in 1995 to approximately 9% in 2005. Meanwhile, petro failed to generate more contribution as it dropped close to 19%, compared to 1995 where it generated almost 30% of energy production.&lt;br&gt;Above designed pie chart compares the kinds of Energy production in France of between two years. &lt;br&gt;Overall, we can see that Coal has gradually increased in the meantime, taking Gas, Nuclear and other energies with it as well. However, in contrast to the values, Patro was found decreasing. &lt;br&gt;The chart reveals that in France, the sharp percentages of Coal, Nuclear, Gas, Patro and other energies stood at 29.80%, 6.40%, 29.63%, 29.27% and 4.90% respectively in the year 1995. Glancing a bit deeper, we can observe that the dominant among these was Coal with the highest percentage found in the fossils, being followed by Gas and Patro which are not very less in nature than Coal. However, the minor energies included Nuclear and other different energies of values 6.40% and 4.90% respectively.&lt;br&gt;In 2005, France didn?ôt much leave the way it was in 1995. However, except Patro, we can see a gradual increase in all fossil energies. The highest grown fossil among all was Nuclear, with a jump of a massive 4.50% leading others which stood at 0.73%. However, Coal and Gas, which cover almost 70% of the France area, just showed a slight change of 1-2%. &lt;br&gt;On the other hand, if we look at Patro, which dropped to a terrifying 10% which is going to have a major impact on the resources or industries using the particular fuel for the production.&lt;br&gt;Answer?ôs good, But you?ôre not allowed to give your personal opinions sir, like you did in the last paragraph.&lt;br&gt;thankyou for your answer&lt;br&gt;You?ôre welcome ??&lt;br&gt;This illustrations below show the comparision between different shapes of producing energy in france in the year 1995  and the year 2005.&lt;br&gt;
Overall,in comparision with the two years ,France was producing different kinds of energy  with a light contrasting between the percentage in the production  in the whole kinds ,such as coal,gas,nuclear and other kinds.Neverthelss,it was particularly  noticed that the petro produced lesser in around 10 percentage in 2005 than before .&lt;br&gt;
According to the two pie charts ,it was  obviously analayzed that in whole kinds of energy production the percentage grew up from the year 1995 to the year 2005.For instance ,the percentage of produced  coal increased  approximatly one percent  from 29 to 30 percentage.Producing nuclear jumped around 4 percent.&lt;br&gt;
With regrads to the remaining ways to producing energy,we can notice that in the whol kinds of producing energy in France there was an increasing expect in petro.&lt;br&gt;The pie chart provides a comparative study of 5 kinds of energy (Coal, gas, petrol, nuclear and others) produced in France between the year 1995 and 2005. &lt;br&gt;Overall, the highest amount of energy sources manufactured in France in both the years were coal and gas , which altogether made up over half of the energy production. On the contrary, the least amount of energy sources produced in the country was nuclear and other powers.&lt;br&gt;According to the data in the pie chart, coal produced 29.80% of energy in 1995 and increased slightly by more than 1%  in 2005. Similarly, energy manufactured by gas comprised of 29.63% in 1995, rising slightly upto 30.31%. The third largest amount of energy sources was generated by petrol which accounted for 29.27% in the first year, decreasing to about a fifth 10 years later. &lt;br&gt;With regards to remaining method of energy production, it is noted that there was precisely 5% growth of nuclear and other powers in ten years at 10.10% and 9.10% respectively&lt;br&gt;In fine it can be said that , coal and gas are the most significant sources of energy in France as these two methods are highly produced in the country.&lt;br&gt;?úEnergy produced by coal comprised of 29.80%.??Is this sentance truly grammatically correct? I thought ?úcomprise??is not followed by ?úof??unless it is used in the passive, so it should be : energy produced by coal is comprised of 29.80%, right?&lt;br&gt;That?ôs correct. It should be ?úcomprised??without the of.&lt;br&gt;The two pie charts illustrate the data about how energy manufacturing has changed in France in two different years in 1995 and 2005. &lt;br&gt;From an overall perspective, it is evident that Gas, Coal and Petroleum made up the main items of production in both years while others remained relatively unchanged in the given period.&lt;br&gt;It can be seen that the percentage of Coal and Gas manufacture had minor changes increasing about just 1%, making up from 29% to just over 30% respectively. Petro usage accounted for just under 30% at the beginning but this dropped by approximately 10% in 2005. &lt;br&gt;When it comes to others and Nuclear, both of them increased in amounts, others almost doubled the size climbing from 4.9% to 9.1% in 2005. Finally, the Nuclear production rate rose to about 10%, making a difference of nearly 4% at the end period.&lt;br&gt;The two pie charts give information about the percentage of five different types of energy productions in France in 1995 and 2005.&lt;br&gt;Overall, it is clearly seen that in two different years, the produced amount of coal and gas were the highest, while the production of nuclear and other energy resources were the lowest. Furthermore, there was a huge significant difference in the production of petro, nuclear and others in both years.&lt;br&gt;By the year 1995, the amount of gas being produced was at an approximately thirty percent and in the next ten years, it rose slightly by less than 1 % at 30.31. Same happened with the coal production in 1991, it increased only by 1 % at 30.93 in 2005.&lt;br&gt;With regards to the amount of petrol being produced in the beginning of time, it is noted that there was a huge decline by almost ten percent in the later year and ended up to one fifth of the total production. On the contrary to what happened to others and nuclear resources, their produced in 2005 increased at 9.10 and 10.10 percent respectively.&lt;br&gt;The pie chart present that the average of various energy manufacture of France in the year of 1995 and 2005.&lt;br&gt;
Overall, it is clear that, these year the nation produce the largest amount of power in three sectors, namely coal, gas, and petro. Moreover, the nuclear and other energy production was least in France.&lt;br&gt;
In 2005, the nation produce their greatest number of energy was on coal, which represent the proportion at 30.93%, meanwhile in 1995 the percentage of this source was slightly lower at 29.80%. Year 1995, the country  manufacture 29.63% of gas, whereas in 2005 the amount was increase 0.63% at 30.31%. On the other hand the proportion of petro energy was decrease comparatively 9.72% were in 1995 and 2005 the percentage was 29.27% and 19.55% respectively.&lt;br&gt;
Finally, the smallest proportion of other sources energy production of France in 1995 the rate of manufacture was 4.90% which almost doubled in 2005 at 9.10%. These figures in nuclear energy were 6.40% and 10.10% respectively.&lt;br&gt;The two pie charts illustrate France?ôs energy production in 1995 and 2005, respectively.&lt;br&gt;
Overall, at the beginning of the period, coal produced the most energy, while other sources made up the smallest segment of the chart. In comparison, in 2005, gas production was the most significant part of energy production, and the other part is still the least important part of energy production, like it was 20 years ago.&lt;br&gt;
In 1995, the production of coal and gas made up 29.38% and 29.63%, respectively, which is roughly 10% over half of all energy production, and those figures rose to 30.39% and 30.31% in 2005.&lt;br&gt;
At the beginning of the period production of Petro was in third place with 29.27% and fell to 19.55% in 2005. In 1995, the production of nuclear and other segments was at 6.4% and 4.9%, respectively, and those sections slightly grow to 10.1% and 9,1%.&lt;br&gt;The given pie chart?ôs illustrate the contrast of several types of energy power generated by France in between 1995 to 2005&lt;br&gt;overall, it was clear from the pie chart both year year France Higley produced coal energy and other energies were they produced less. in both the year &lt;br&gt;In the year 1995 France produced 29.80% coal energy. However, after 10 year it increased to 1.13% (30.93%). Second gas production in France begin year it was 29.63%. Yet in 2005 it had no significant changes it was slightly increased just 0.32 parentage ( 30.31%).&lt;br&gt;France petrol power energy production in 1995 was 29.27%, However in 2005 it was 19.55% it was mentioned negative feedback on petrol energy and deceleration trend. At the same year nuclear fusion power was 10.10% it was highest growth trend of French, In the past it was only 6.40%. In the case of green energy in 1995 it was 4.90%, however after the five year (2005) it showed huge change it was 9.10% it was Comparatively higher than gas, coal, petrol increasing trend&lt;br&gt;A glance at the pie chart provided reveals the information about variety kind of energy production of France in the years of 1995 and 2005&lt;br&gt;Looking from an overall perspective,the highest figure in the pie chart was in coal category, whereas a reverse trend was shown by the other category &lt;br&gt;In 1995,the rate of coal was just over 29%,whereas in 2005 this rate increased ,stood at just under 31%.A reverse figure in the 1995 was category of other which was well over 4%, in the other hand there was a slow increase , at well under 10% in the year of 2005 . In 1995, the rate of gas was about 29%, while in 2005 this percentage increased , indicating at about 31%. There was a steady increase in nuclear , at about 10% in 2005, which was well under 7% in 1995. The rate of petro decreased  from about 29% to well under 20%. On the other hand, petro was the only source of energy which decreased in production&lt;br&gt;good&lt;br&gt;The pie charts given represents the scenario of energy sources in two different years for France.&lt;br&gt;Overall, the major sources of energy for France are gas and coal whereas the other sources are petroleum and nuclear energy.&lt;br&gt;The primary energy sources of France in the year of 1995 were gas and coal which remained same for the next ten years too. In between the years 1995 and  2005, the production of gas and coal increased very slightly from 29.63 % to 30.31% and 29.80 % to 30.93% respectively.&lt;br&gt;The contribution of petroleum products to the total energy band of the country decreased significantly from 29.27% to 19.55% in the time period shown. In order to recover this gap of energy supply, the generation of nuclear energy was escalated by 3.70% over the ten years. Additionally, the dependence on the miscellaneous energy sources also encountered a rise so that the energy demand of the country could be managed.&lt;br&gt;The two Pie charts illustrates the usage of 5 different types of energy(Coal, Gas, Petro, Nuclear and other )production in France in the 10 year( 1995 and 2005)&lt;br&gt;
Overall, in both the years the gas and coal production was recorded high, which together accounted half of the energy production in France, whereas the nuclear and other kind of energy production was accounted the least in both the years. There is a minimal increase in energy production over a decade.&lt;br&gt;
In the year 1995, coal alone accounted 29.80% with a slight increase in percentage in the year 2005 to 30.93%. Whereas the energy production of gas was 29.63% in the year 1995 which rose to 30.31% in the year 2005, Gas and coal contributed almost 60% of energy production in France&lt;br&gt;
Petro contributed around 30% in the year 1995 which should a downward trend and accounted to 19.53% in the year 2005. Nuclear and other source of energy has generated 6.40% and 4.90% in 1995 which increased to 10.10% and 9.10% in 10 years.&lt;br&gt;The pie charts illustrate the variation in the types of energy produced in France. It has been depicted for two different years (1995 and 2005).&lt;br&gt;Overall, the reliability on petrol has decreased significantly while the manufacture of all other types of fuel has experienced a marginal rise. The major increment has been in the production of nuclear energy and other kinds (3.7% and 4.2% respectively). However, compared to the 10 years gap over which the data has been recorded, the other categories have not experienced much change.&lt;br&gt; An in-depth analysis of the energy production in 1995 shows that Coal (29.8%), Gas (29.63%), and Petrol (29.27%) were all almost equally produced whereas the production of nuclear energy and other types of energy remained merely 6.4% and 4.9% respectively.&lt;br&gt;In 2005, The production of petrol submerged by a huge 9.72% (at 19.55%), while nuclear energy and other kinds of energy had a minor boost in production. The other categories of energy barely undergone any change in production.&lt;br&gt;The given piechart depicts the difference between various kinds of energy manufacturing in france in 1995 to 2005.&lt;br&gt;
In general, coal and gas both were more in demand whereas petrol , nuclear and other fuels were showing changes in two years .&lt;br&gt;
It is clearly evident that petrol consumption has decreased by 10%as compared to nuclear as it was consumed more in 2005 which is about 10.10% increased its consumption about 5 % in 10 years.&lt;br&gt;
However , gases and coal have almost similar trend showing difference of only 1 percent ,therefore, they were most preferred fuels in the 10 years .On the other hand , a category comprising other fuels were also showing a great change from 4.9 to 9.10.&lt;br&gt;The charts indicates the relation of various types of energy production (gas, coal, nuclear, petro and other sources) in France from 1995 to 2005.&lt;br&gt;
Overall, in both years there is a significant increase of coal and gas while nuclear and other kind of energy remains the least produced.&lt;br&gt;
During given period, coal was 29,8% in 1995 and slightly increased with at least 1,5% in 2005 with a proportion of 30,03% while gas on the other hand steadily goes up with about 5% in 1995 to 2005 (26.63% to 30,31% respectively).&lt;br&gt;
Furthermore, in 1995 nuclear maintained a percentage of 6,4% and an increase of about 4% is witnessed in 2005 (10,10%). Although other kind of energy increased in 2005 with 9,10% there was a decrease of production of 4,90% in 1995. Moreover, a high percentage of perto is noted in 1995 (29,7%) however a major decrease of about 10% is noted in 2005 with a proportion of 19,5%.&lt;br&gt;A stare at rendered pie graphs depict the energy generated in France through different sources in 1995 and 2005&lt;br&gt;
From overall perspective, in 1995 maximum amount of energy was created by coal, gas and petroleum while the use of petrol was abridged in 2005&lt;br&gt;
On scrutinizing the data, it is conspicious that in 1995 the  proportion of energy generated through coal, gas and petroleum was nearly thirty  , whereas, the percentum of energy produced though petrol was decreased by 10?Öin a decade,on the other hand , the ratio of coal &amp;gas energy had an trivial increment of 1percent .&lt;br&gt;
probing ahed, the percentile of energy generated through other and chemical sources was nearly 6&amp;5percent  which then hiked to approximately 10percent in 2005 .&lt;br&gt;The pie chart gives information about the main 5 sources of energy generation (gas, coal, petro, nuclear and others) used in France in two years 1995 and 2005. &lt;br&gt;Overall, gas and coal appeared to be the most used types of fuel in energy production over the given years as they compose around 60 %. Petro witnessed a decline in its use in 2005 compared to 1995 ( 19.22% and 29.27%, respectively) while nuclear usage has increased almost the double in 2005. &lt;br&gt;In 1995, coal, gas and petro almost had the same shares in the energy mix around 29%. Furthermore, nuclear had a small contribution of 6.4% compared to fossil fuels. On contrary, other sources of energy were not much popular and compromised a small fraction of around 5%.&lt;br&gt;
In 2005, fossil fuels kept the larger shares of energy production with a total around 80%. Meanwhile, petro usage decreased by almost a 10% compared to 1995; in addition, nuclear share rose to 10.10%. Other sources of energy were becoming more active and its share increased to 9.1%.&lt;br&gt;I liked it&lt;br&gt;The given two pie charts illustrate the information about the percentage of five different kinds of energy production in France from 1995 to 2005.&lt;br&gt;Overall, it can be seen that the maximum amount of coal energy was produced in France . Whereas, other sources and nuclear energy were produced least amount of companies during the given period.&lt;br&gt;In 1995, the coal energy production in France company around (29.80). The second and three Highest amount of produced energy was gases and petroleum at (29.63%) and (29.27%) respectively, whereas nuclear energy was produce more than other energy sources (6.40% and 4.90%).&lt;br&gt;In 2005, the coal and gas energy production were 1% increased to (30.93%) and (30.31%) as compares to the 1995 at (29.80% and 29.63%) . While, the production of the petro energy was decreased (10%) from (29.27%) to (19.55%) . The maximum amount of the other energy sources and nuclear energy  were incline (4%) to (9.10% and 10.10%) from 1995.&lt;br&gt;do leave a comment&lt;br&gt;
thanks&lt;br&gt;The bar chart illustrates the proportion of five different kinds of energy production such as coal, gas, petrol, nuclear and others in France in 1995 and 2005.&lt;br&gt;Overall, both years accounts high percentage in the production of gas as well as coal ratio. Furthermore, significant reduction of petrol was noted during 2005 (19.55%) from 10 years difference with approximately 9% less. Nuclear production on the other hand, gained at least 3% rise.&lt;br&gt;During the 1995 data, coal production seemingly the wide range used energy above all, with little to no difference up to the current year of 2005, respectfully. Moving on to gas element, similarly to coal, with scarcely no difference made. 	Meanwhile, Petrol had made an impact on the current data, during 1995 provided that it is the third top list energy production seemingly reduced approximately 9% in 2005. &lt;br&gt;Moreover, nuclear substance made slight rise 3% in about 2005. Thus, making others acquired minimal higher percentage in the given succeeding year.&lt;br&gt;These pie charts depict the proportion of various types of energy production between two periods 2005 and 1995 in France, measured in percentages.&lt;br&gt;Overall, it is clearly shown that the rates of coal had the highest numbers in both years. In addition, the second kind of energy productions used by France people was gas in both periods. However, other kinds were the lowest in the two decades.&lt;br&gt;According to what is shown, in 2005 coal was significantly increased about 30.93%, followed by gas 30.31% respectively. Whereas, the other energy production was the lowest rate 9.10%, compared with nuclear 10.10%. Furthermore, petrol was&lt;br&gt;
the third most popular energy production approximately 19.55%.&lt;br&gt;On the other hand, in France coal was 29.80% and gas about 29.63% were nearly close to each other in 1995. Petro showed a considerable increase compared with 2005 was 29.27%, it is similar as in 2005 was in the third level. Moreover, the other energy production was the lowest number of percentages 4.90%.&lt;br&gt;nice essay?î•?î•&lt;br&gt;The pie charts illustrate the information about five different types of energy produced in France in the year 1995 and 2005.&lt;br&gt;Overall, at the beginning of the period, coal, gas and petro contributed maximum in energy production of France, while nuclear and other contribution was least significant. In comparison, at the end of the period there was slight increment in production of nuclear and other in production of energy with a minimal increase in coal and gas. The production of pretro showed decrease in percentagewise contribution at the end of period.&lt;br&gt;Coal sector accounted for 29.80% of energy production of France in the year 1995, and experienced slight increase of 1.93% in the year 2005. Energy production from gas and petro were 29.63% and 29.27% in 1995. At the beginning of the period, nuclear and other contributed the least percentage of energy production of 6.40% and 4.90% respectively, and these figures rose to 10.10% to 9.10%.&lt;br&gt;Petro which comprised almost little less than 1/3rd of the energy production in 1995, fell to 19.55% in the year 2005. In 2005, nuclear and other increased in energy production 10.10% and 9.10%, both gained by around 5%, after 10-year period. In contrast, production of Gas remained to gain in the percentage of energy production to 30.31%.&lt;br&gt;The pie chart compares the percentage energy produced in France using different kinds of resources before and after a decade in year 1995 and 2005.&lt;br&gt;
Overall, coal was the biggest source of energy production in both years. Meanwhile, gas contributed almost equally in energy generation compared to remaining three sources. Production of petro energy decreased significantly in these ten years compared to nuclear and other forms of energy which increased slightly from 1995 to 2005.&lt;br&gt;
During 1995, the highest energy generating resources were coal, gas and petroleum contributing almost equally with a difference of only up to 0.6%. Nuclear and other forms of energy produced was only 6.40% and 4.90% respectively, which is very less in comparison to other three kinds.&lt;br&gt;
After a decade, nuclear form of energy production increased dramatically from 6.40% to 10.10%. Similarly other kinds of energy",,,,,,,,,,
generation almost doubled from 4.90% to 9.10% which is a significant change. On the other hand, petroleum form of energy production decreased to one third as it was in 1995. Coal and gas contributed more or less same as ten years back in 1995.&lt;br&gt;The pie charts illustrates the percentage of energy produced by various sources in France in 1995 and 2005.&lt;br&gt;,,,,,,,,,,
Overall in the 10 years period, energy was primarily generated through gas and coal, which together accounted for two-third of the whole production. Petro on the other hand, the only source of energy which reduced considerable production.&lt;br&gt;,,,,,,,,
In France, energy is created through coal and gas accumulating to 60% of total energy produced. Both the sources shared equal contribution in the various period given. The chart shows a minimal increase in produce through gas and coal which was initially 29% in 1995 to 30% in 2005. Thus, the mutual share remained relatively stagnant. Whereas, the energy generated by Petro was 29%, which was equivalent to coal and gas in 1995, reduced drastically to 19% in the end of the period. Therefore, the remaining contribution to create power was relatively increased by nuclear and other sources. Previously in 1995, power produced through nuclear was 6.4 % and by other sources was around 5%. The proportion of power creation through nuclear and other sources rose significantly in 2005 to 10% and 9 % respectively.&lt;br&gt;The given both pie charts depict the five sources of energy contribution in France. Initially this data was recorded in 1995, and then again analyzed with a gap of 10 years in 2005.&lt;br&gt;,,,
    Overall in both charts, Coal, gas and petro have remained the major contributors of energy, comprising of almost 90% of energy production, where as nuclear and other are comparatively minor ones.&lt;br&gt;,,,,,,,
     Coal and Gas has experienced a slight growth of almost more or less than 1 %, whereas other sources??figure rose to almost double after 10 years. Similarly nuclear sector has also advanced its production from 6.40% to 10.10% with an overall increase of almost 4% in 10 years.&lt;br&gt;,,,,,,,,,,
     Petro, which is comprised of almost a quarter of France?ôs energy production in 1995 has faced a remarkable decline, subsequently has fallen to merely 19.55% in 2005 with an overall decline of almost 9% in 10 years duration.&lt;br&gt;For my eyes, yours is the best one ??&lt;br&gt;The pie charts illustrate the differences between various types of energy yields in France in years 1995 and 2005 respectively.&lt;br&gt;,,,,,,,,
Overall, Energy production has seen a significant change in Nuclear and others, along with petrol, formulation of coal and gas is minimally progressed.&lt;br&gt;,,,,,,,,
At first, there is a slight improvement in the production of coal and gas, with hardly 2 percent growth cumulatively. However, it can be seen that there is a tremendous rise with respect to ?òothers??and ?ònuclear?? being at 9 and 10 percent approximately (compared to 5 percent and 7 percent around).&lt;br&gt;,,,,,,,,
On the other hand, the drastic decline, which can be seen in terms of petrol with 29 percent in 1995, falling to 20 percent in 2005 is a major change.&lt;br&gt;Hii liz hey i am very bad in grammer and i also lack of vocab how can i improve this ?¶please help me&lt;br&gt;Consider getting my e-books: &lt;br&gt;The pie charts show the details regarding the amount of energy which was generated from different sources in france in the two years 1995 to 2005.It is measured in percentage.                                    A preliminary investigation of the pie charts reveal that coal and gas were the most popular sources for energy production,while the least amount of energy was produced by nuclear and other types of sources.                                     At the beginning of the period,coal and gas stood at nearly 30 per cent of total energy.This figure was very similar in 2005.similarly,the propertion of energy from nuclear sources was at 6.4% in 1995,which was half of the energy production in 2005.                                         Moreover,petro was also the most efficient source in 1995 with energy representing 29.27%, which was significantly decrease in 2005.At the end of the period,the propertion of energy which produces from other types of sources in 1995 and 2005 was at 4.90%and 10.10% respectively?¶‚Ä?.   #Plz evaluate my writing??lt;br&gt;Hi Liz,&lt;br&gt;
first of all I have say that your lessons are very useful and thank you for doing such a nice work.&lt;br&gt;,,,,,,,,,,,
